"sample.time","num.cells","param.index","mutant.effect","drug.outsideConcentration.MULT","efflux.binom.param","cell.type"
10,99618,"31",1,0.794328234724281,0.6,"WT"
20,98033,"31",1,0.794328234724281,0.6,"WT"
30,181236,"31",1,0.794328234724281,0.6,"WT"
40,164286,"31",1,0.794328234724281,0.6,"WT"
50,287043,"31",1,0.794328234724281,0.6,"WT"
60,247853,"31",1,0.794328234724281,0.6,"WT"
70,394827,"31",1,0.794328234724281,0.6,"WT"
80,348814,"31",1,0.794328234724281,0.6,"WT"
90,430370,"31",1,0.794328234724281,0.6,"WT"
100,472495,"31",1,0.794328234724281,0.6,"WT"
110,448238,"31",1,0.794328234724281,0.6,"WT"
120,627258,"31",1,0.794328234724281,0.6,"WT"
130,530949,"31",1,0.794328234724281,0.6,"WT"
140,811804,"31",1,0.794328234724281,0.6,"WT"
150,678400,"31",1,0.794328234724281,0.6,"WT"
160,974768,"31",1,0.794328234724281,0.6,"WT"
170,880541,"31",1,0.794328234724281,0.6,"WT"
180,1063600,"31",1,0.794328234724281,0.6,"WT"
0,100000,"32",1,1,0.6,"WT"
10,99381,"32",1,1,0.6,"WT"
20,96250,"32",1,1,0.6,"WT"
30,172338,"32",1,1,0.6,"WT"
40,148546,"32",1,1,0.6,"WT"
50,242433,"32",1,1,0.6,"WT"
60,194811,"32",1,1,0.6,"WT"
70,284388,"32",1,1,0.6,"WT"
80,231136,"32",1,1,0.6,"WT"
90,260203,"32",1,1,0.6,"WT"
100,260185,"32",1,1,0.6,"WT"
110,224712,"32",1,1,0.6,"WT"
120,284772,"32",1,1,0.6,"WT"
130,219402,"32",1,1,0.6,"WT"
140,302061,"32",1,1,0.6,"WT"
150,229623,"32",1,1,0.6,"WT"
160,297236,"32",1,1,0.6,"WT"
170,243596,"32",1,1,0.6,"WT"
180,266372,"32",1,1,0.6,"WT"
0,100000,"33",1,1.25892541179417,0.6,"WT"
10,99159,"33",1,1.25892541179417,0.6,"WT"
20,93824,"33",1,1.25892541179417,0.6,"WT"
30,159154,"33",1,1.25892541179417,0.6,"WT"
40,127205,"33",1,1.25892541179417,0.6,"WT"
50,188479,"33",1,1.25892541179417,0.6,"WT"
60,136596,"33",1,1.25892541179417,0.6,"WT"
70,176365,"33",1,1.25892541179417,0.6,"WT"
80,126804,"33",1,1.25892541179417,0.6,"WT"
90,124746,"33",1,1.25892541179417,0.6,"WT"
100,109730,"33",1,1.25892541179417,0.6,"WT"
110,82821,"33",1,1.25892541179417,0.6,"WT"
120,90821,"33",1,1.25892541179417,0.6,"WT"
130,61133,"33",1,1.25892541179417,0.6,"WT"
140,73322,"33",1,1.25892541179417,0.6,"WT"
150,48915,"33",1,1.25892541179417,0.6,"WT"
160,55431,"33",1,1.25892541179417,0.6,"WT"
170,39542,"33",1,1.25892541179417,0.6,"WT"
180,37731,"33",1,1.25892541179417,0.6,"WT"
0,100000,"34",1,1.58489319246111,0.6,"WT"
10,98676,"34",1,1.58489319246111,0.6,"WT"
20,89986,"34",1,1.58489319246111,0.6,"WT"
30,141346,"34",1,1.58489319246111,0.6,"WT"
40,101620,"34",1,1.58489319246111,0.6,"WT"
50,131155,"34",1,1.58489319246111,0.6,"WT"
60,82346,"34",1,1.58489319246111,0.6,"WT"
70,89701,"34",1,1.58489319246111,0.6,"WT"
80,55030,"34",1,1.58489319246111,0.6,"WT"
90,45289,"34",1,1.58489319246111,0.6,"WT"
100,33442,"34",1,1.58489319246111,0.6,"WT"
110,21199,"34",1,1.58489319246111,0.6,"WT"
120,19333,"34",1,1.58489319246111,0.6,"WT"
130,11103,"34",1,1.58489319246111,0.6,"WT"
140,10836,"34",1,1.58489319246111,0.6,"WT"
150,5993,"34",1,1.58489319246111,0.6,"WT"
160,5591,"34",1,1.58489319246111,0.6,"WT"
170,3419,"34",1,1.58489319246111,0.6,"WT"
180,2688,"34",1,1.58489319246111,0.6,"WT"
0,100000,"35",1,1.99526231496888,0.6,"WT"
10,97959,"35",1,1.99526231496888,0.6,"WT"
20,84700,"35",1,1.99526231496888,0.6,"WT"
30,119484,"35",1,1.99526231496888,0.6,"WT"
40,74072,"35",1,1.99526231496888,0.6,"WT"
50,79133,"35",1,1.99526231496888,0.6,"WT"
60,41178,"35",1,1.99526231496888,0.6,"WT"
70,35850,"35",1,1.99526231496888,0.6,"WT"
80,17810,"35",1,1.99526231496888,0.6,"WT"
90,11854,"35",1,1.99526231496888,0.6,"WT"
100,6957,"35",1,1.99526231496888,0.6,"WT"
110,3564,"35",1,1.99526231496888,0.6,"WT"
120,2569,"35",1,1.99526231496888,0.6,"WT"
130,1158,"35",1,1.99526231496888,0.6,"WT"
140,886,"35",1,1.99526231496888,0.6,"WT"
150,409,"35",1,1.99526231496888,0.6,"WT"
160,326,"35",1,1.99526231496888,0.6,"WT"
170,143,"35",1,1.99526231496888,0.6,"WT"
180,94,"35",1,1.99526231496888,0.6,"WT"
0,100000,"36",1,2.51188643150958,0.6,"WT"
10,96891,"36",1,2.51188643150958,0.6,"WT"
20,77586,"36",1,2.51188643150958,0.6,"WT"
30,94566,"36",1,2.51188643150958,0.6,"WT"
40,48187,"36",1,2.51188643150958,0.6,"WT"
50,40228,"36",1,2.51188643150958,0.6,"WT"
60,16666,"36",1,2.51188643150958,0.6,"WT"
70,10926,"36",1,2.51188643150958,0.6,"WT"
80,4184,"36",1,2.51188643150958,0.6,"WT"
90,2138,"36",1,2.51188643150958,0.6,"WT"
100,918,"36",1,2.51188643150958,0.6,"WT"
110,349,"36",1,2.51188643150958,0.6,"WT"
120,178,"36",1,2.51188643150958,0.6,"WT"
130,72,"36",1,2.51188643150958,0.6,"WT"
140,46,"36",1,2.51188643150958,0.6,"WT"
150,21,"36",1,2.51188643150958,0.6,"WT"
160,15,"36",1,2.51188643150958,0.6,"WT"
170,6,"36",1,2.51188643150958,0.6,"WT"
180,4,"36",1,2.51188643150958,0.6,"WT"
0,100000,"37",1,3.16227766016838,0.6,"WT"
10,95378,"37",1,3.16227766016838,0.6,"WT"
20,68292,"37",1,3.16227766016838,0.6,"WT"
30,68244,"37",1,3.16227766016838,0.6,"WT"
40,27664,"37",1,3.16227766016838,0.6,"WT"
50,17319,"37",1,3.16227766016838,0.6,"WT"
60,5592,"37",1,3.16227766016838,0.6,"WT"
70,2656,"37",1,3.16227766016838,0.6,"WT"
80,787,"37",1,3.16227766016838,0.6,"WT"
90,304,"37",1,3.16227766016838,0.6,"WT"
100,85,"37",1,3.16227766016838,0.6,"WT"
110,31,"37",1,3.16227766016838,0.6,"WT"
120,8,"37",1,3.16227766016838,0.6,"WT"
0,100000,"38",1,3.98107170553497,0.6,"WT"
10,92905,"38",1,3.98107170553497,0.6,"WT"
20,56674,"38",1,3.98107170553497,0.6,"WT"
30,43951,"38",1,3.98107170553497,0.6,"WT"
40,13873,"38",1,3.98107170553497,0.6,"WT"
50,5921,"38",1,3.98107170553497,0.6,"WT"
60,1486,"38",1,3.98107170553497,0.6,"WT"
70,509,"38",1,3.98107170553497,0.6,"WT"
80,108,"38",1,3.98107170553497,0.6,"WT"
90,23,"38",1,3.98107170553497,0.6,"WT"
100,10,"38",1,3.98107170553497,0.6,"WT"
110,2,"38",1,3.98107170553497,0.6,"WT"
120,1,"38",1,3.98107170553497,0.6,"WT"
130,1,"38",1,3.98107170553497,0.6,"WT"
140,1,"38",1,3.98107170553497,0.6,"WT"
150,1,"38",1,3.98107170553497,0.6,"WT"
160,1,"38",1,3.98107170553497,0.6,"WT"
0,100000,"39",1,5.01187233627272,0.6,"WT"
10,89826,"39",1,5.01187233627272,0.6,"WT"
20,44966,"39",1,5.01187233627272,0.6,"WT"
30,26399,"39",1,5.01187233627272,0.6,"WT"
40,6725,"39",1,5.01187233627272,0.6,"WT"
50,2063,"39",1,5.01187233627272,0.6,"WT"
60,423,"39",1,5.01187233627272,0.6,"WT"
70,119,"39",1,5.01187233627272,0.6,"WT"
80,19,"39",1,5.01187233627272,0.6,"WT"
90,7,"39",1,5.01187233627272,0.6,"WT"
100,2,"39",1,5.01187233627272,0.6,"WT"
110,1,"39",1,5.01187233627272,0.6,"WT"
0,100000,"40",1,6.30957344480193,0.6,"WT"
10,85423,"40",1,6.30957344480193,0.6,"WT"
20,33266,"40",1,6.30957344480193,0.6,"WT"
30,14622,"40",1,6.30957344480193,0.6,"WT"
40,3030,"40",1,6.30957344480193,0.6,"WT"
50,558,"40",1,6.30957344480193,0.6,"WT"
60,90,"40",1,6.30957344480193,0.6,"WT"
70,14,"40",1,6.30957344480193,0.6,"WT"
80,4,"40",1,6.30957344480193,0.6,"WT"
90,2,"40",1,6.30957344480193,0.6,"WT"
0,100000,"41",1,7.94328234724282,0.6,"WT"
10,79326,"41",1,7.94328234724282,0.6,"WT"
20,23580,"41",1,7.94328234724282,0.6,"WT"
30,7560,"41",1,7.94328234724282,0.6,"WT"
40,1429,"41",1,7.94328234724282,0.6,"WT"
50,166,"41",1,7.94328234724282,0.6,"WT"
60,24,"41",1,7.94328234724282,0.6,"WT"
0,100000,"42",1,10,0.6,"WT"
10,72107,"42",1,10,0.6,"WT"
20,15992,"42",1,10,0.6,"WT"
30,4030,"42",1,10,0.6,"WT"
40,732,"42",1,10,0.6,"WT"
50,69,"42",1,10,0.6,"WT"
60,12,"42",1,10,0.6,"WT"
70,3,"42",1,10,0.6,"WT"
0,5000,"43",1,0.1,0.7,"WT"
10,5000,"43",1,0.1,0.7,"WT"
20,5055,"43",1,0.1,0.7,"WT"
30,9982,"43",1,0.1,0.7,"WT"
40,9972,"43",1,0.1,0.7,"WT"
50,19846,"43",1,0.1,0.7,"WT"
60,19783,"43",1,0.1,0.7,"WT"
70,37411,"43",1,0.1,0.7,"WT"
80,39220,"43",1,0.1,0.7,"WT"
90,58455,"43",1,0.1,0.7,"WT"
100,77678,"43",1,0.1,0.7,"WT"
110,89438,"43",1,0.1,0.7,"WT"
120,153585,"43",1,0.1,0.7,"WT"
130,157967,"43",1,0.1,0.7,"WT"
140,298809,"43",1,0.1,0.7,"WT"
150,304135,"43",1,0.1,0.7,"WT"
160,541370,"43",1,0.1,0.7,"WT"
170,598662,"43",1,0.1,0.7,"WT"
180,891588,"43",1,0.1,0.7,"WT"
0,5000,"44",1,0.125892541179417,0.7,"WT"
10,4999,"44",1,0.125892541179417,0.7,"WT"
20,5045,"44",1,0.125892541179417,0.7,"WT"
30,9950,"44",1,0.125892541179417,0.7,"WT"
40,9916,"44",1,0.125892541179417,0.7,"WT"
50,19714,"44",1,0.125892541179417,0.7,"WT"
60,19625,"44",1,0.125892541179417,0.7,"WT"
70,37032,"44",1,0.125892541179417,0.7,"WT"
80,38696,"44",1,0.125892541179417,0.7,"WT"
90,57786,"44",1,0.125892541179417,0.7,"WT"
100,76232,"44",1,0.125892541179417,0.7,"WT"
110,88239,"44",1,0.125892541179417,0.7,"WT"
120,150054,"44",1,0.125892541179417,0.7,"WT"
130,154398,"44",1,0.125892541179417,0.7,"WT"
140,290509,"44",1,0.125892541179417,0.7,"WT"
150,295055,"44",1,0.125892541179417,0.7,"WT"
160,523475,"44",1,0.125892541179417,0.7,"WT"
170,577267,"44",1,0.125892541179417,0.7,"WT"
180,860127,"44",1,0.125892541179417,0.7,"WT"
0,5000,"45",1,0.158489319246111,0.7,"WT"
10,4998,"45",1,0.158489319246111,0.7,"WT"
20,5041,"45",1,0.158489319246111,0.7,"WT"
30,9940,"45",1,0.158489319246111,0.7,"WT"
40,9892,"45",1,0.158489319246111,0.7,"WT"
50,19616,"45",1,0.158489319246111,0.7,"WT"
60,19466,"45",1,0.158489319246111,0.7,"WT"
70,36599,"45",1,0.158489319246111,0.7,"WT"
80,38162,"45",1,0.158489319246111,0.7,"WT"
90,56455,"45",1,0.158489319246111,0.7,"WT"
100,74699,"45",1,0.158489319246111,0.7,"WT"
110,85532,"45",1,0.158489319246111,0.7,"WT"
120,145902,"45",1,0.158489319246111,0.7,"WT"
130,149212,"45",1,0.158489319246111,0.7,"WT"
140,280142,"45",1,0.158489319246111,0.7,"WT"
150,283354,"45",1,0.158489319246111,0.7,"WT"
160,500211,"45",1,0.158489319246111,0.7,"WT"
170,550458,"45",1,0.158489319246111,0.7,"WT"
180,813329,"45",1,0.158489319246111,0.7,"WT"
0,10000,"46",1,0.199526231496888,0.7,"WT"
10,9993,"46",1,0.199526231496888,0.7,"WT"
20,10100,"46",1,0.199526231496888,0.7,"WT"
30,19826,"46",1,0.199526231496888,0.7,"WT"
40,19659,"46",1,0.199526231496888,0.7,"WT"
50,38827,"46",1,0.199526231496888,0.7,"WT"
60,38390,"46",1,0.199526231496888,0.7,"WT"
70,71871,"46",1,0.199526231496888,0.7,"WT"
80,74522,"46",1,0.199526231496888,0.7,"WT"
90,109729,"46",1,0.199526231496888,0.7,"WT"
100,144122,"46",1,0.199526231496888,0.7,"WT"
110,164078,"46",1,0.199526231496888,0.7,"WT"
120,278138,"46",1,0.199526231496888,0.7,"WT"
130,282726,"46",1,0.199526231496888,0.7,"WT"
140,527373,"46",1,0.199526231496888,0.7,"WT"
150,530476,"46",1,0.199526231496888,0.7,"WT"
160,930240,"46",1,0.199526231496888,0.7,"WT"
170,1017914,"46",1,0.199526231496888,0.7,"WT"
180,1494598,"46",1,0.199526231496888,0.7,"WT"
0,10000,"47",1,0.251188643150958,0.7,"WT"
10,9995,"47",1,0.251188643150958,0.7,"WT"
20,10083,"47",1,0.251188643150958,0.7,"WT"
30,19753,"47",1,0.251188643150958,0.7,"WT"
40,19547,"47",1,0.251188643150958,0.7,"WT"
50,38363,"47",1,0.251188643150958,0.7,"WT"
60,37677,"47",1,0.251188643150958,0.7,"WT"
70,70097,"47",1,0.251188643150958,0.7,"WT"
80,72154,"47",1,0.251188643150958,0.7,"WT"
90,105811,"47",1,0.251188643150958,0.7,"WT"
100,137386,"47",1,0.251188643150958,0.7,"WT"
110,155730,"47",1,0.251188643150958,0.7,"WT"
120,260568,"47",1,0.251188643150958,0.7,"WT"
130,262917,"47",1,0.251188643150958,0.7,"WT"
140,485283,"47",1,0.251188643150958,0.7,"WT"
150,483987,"47",1,0.251188643150958,0.7,"WT"
160,841888,"47",1,0.251188643150958,0.7,"WT"
170,911156,"47",1,0.251188643150958,0.7,"WT"
180,1329108,"47",1,0.251188643150958,0.7,"WT"
0,15000,"48",1,0.316227766016838,0.7,"WT"
10,14984,"48",1,0.316227766016838,0.7,"WT"
20,15087,"48",1,0.316227766016838,0.7,"WT"
30,29412,"48",1,0.316227766016838,0.7,"WT"
40,28882,"48",1,0.316227766016838,0.7,"WT"
50,56278,"48",1,0.316227766016838,0.7,"WT"
60,54732,"48",1,0.316227766016838,0.7,"WT"
70,100731,"48",1,0.316227766016838,0.7,"WT"
80,102409,"48",1,0.316227766016838,0.7,"WT"
90,147818,"48",1,0.316227766016838,0.7,"WT"
100,189866,"48",1,0.316227766016838,0.7,"WT"
110,211521,"48",1,0.316227766016838,0.7,"WT"
120,350477,"48",1,0.316227766016838,0.7,"WT"
130,348572,"48",1,0.316227766016838,0.7,"WT"
140,634689,"48",1,0.316227766016838,0.7,"WT"
150,624075,"48",1,0.316227766016838,0.7,"WT"
160,1069623,"48",1,0.316227766016838,0.7,"WT"
170,1141250,"48",1,0.316227766016838,0.7,"WT"
180,1640040,"48",1,0.316227766016838,0.7,"WT"
0,21000,"49",1,0.398107170553497,0.7,"WT"
10,20970,"49",1,0.398107170553497,0.7,"WT"
20,21058,"49",1,0.398107170553497,0.7,"WT"
30,40817,"49",1,0.398107170553497,0.7,"WT"
40,39668,"49",1,0.398107170553497,0.7,"WT"
50,76225,"49",1,0.398107170553497,0.7,"WT"
60,73173,"49",1,0.398107170553497,0.7,"WT"
70,132381,"49",1,0.398107170553497,0.7,"WT"
80,132196,"49",1,0.398107170553497,0.7,"WT"
90,187406,"49",1,0.398107170553497,0.7,"WT"
100,236073,"49",1,0.398107170553497,0.7,"WT"
110,257922,"49",1,0.398107170553497,0.7,"WT"
120,418060,"49",1,0.398107170553497,0.7,"WT"
130,407566,"49",1,0.398107170553497,0.7,"WT"
140,726569,"49",1,0.398107170553497,0.7,"WT"
150,699958,"49",1,0.398107170553497,0.7,"WT"
160,1173620,"49",1,0.398107170553497,0.7,"WT"
170,1226355,"49",1,0.398107170553497,0.7,"WT"
180,1724393,"49",1,0.398107170553497,0.7,"WT"
0,40000,"50",1,0.501187233627272,0.7,"WT"
10,39941,"50",1,0.501187233627272,0.7,"WT"
20,39984,"50",1,0.501187233627272,0.7,"WT"
30,76688,"50",1,0.501187233627272,0.7,"WT"
40,73534,"50",1,0.501187233627272,0.7,"WT"
50,138507,"50",1,0.501187233627272,0.7,"WT"
60,130077,"50",1,0.501187233627272,0.7,"WT"
70,228547,"50",1,0.501187233627272,0.7,"WT"
80,222812,"50",1,0.501187233627272,0.7,"WT"
90,306417,"50",1,0.501187233627272,0.7,"WT"
100,374880,"50",1,0.501187233627272,0.7,"WT"
110,397685,"50",1,0.501187233627272,0.7,"WT"
120,623777,"50",1,0.501187233627272,0.7,"WT"
130,590206,"50",1,0.501187233627272,0.7,"WT"
140,1016562,"50",1,0.501187233627272,0.7,"WT"
150,950303,"50",1,0.501187233627272,0.7,"WT"
160,1541588,"50",1,0.501187233627272,0.7,"WT"
170,1561172,"50",1,0.501187233627272,0.7,"WT"
180,2125527,"50",1,0.501187233627272,0.7,"WT"
0,94000,"51",1,0.630957344480193,0.7,"WT"
10,93743,"51",1,0.630957344480193,0.7,"WT"
20,93145,"51",1,0.630957344480193,0.7,"WT"
30,176163,"51",1,0.630957344480193,0.7,"WT"
40,165440,"51",1,0.630957344480193,0.7,"WT"
50,302908,"51",1,0.630957344480193,0.7,"WT"
60,275118,"51",1,0.630957344480193,0.7,"WT"
70,465109,"51",1,0.630957344480193,0.7,"WT"
80,436137,"51",1,0.630957344480193,0.7,"WT"
90,574023,"51",1,0.630957344480193,0.7,"WT"
100,672630,"51",1,0.630957344480193,0.7,"WT"
110,682171,"51",1,0.630957344480193,0.7,"WT"
120,1022542,"51",1,0.630957344480193,0.7,"WT"
130,924690,"51",1,0.630957344480193,0.7,"WT"
140,1518754,"51",1,0.630957344480193,0.7,"WT"
150,1355395,"51",1,0.630957344480193,0.7,"WT"
160,2093433,"51",1,0.630957344480193,0.7,"WT"
170,2023700,"51",1,0.630957344480193,0.7,"WT"
180,2624327,"51",1,0.630957344480193,0.7,"WT"
0,100000,"52",1,0.794328234724281,0.7,"WT"
10,99610,"52",1,0.794328234724281,0.7,"WT"
20,98040,"52",1,0.794328234724281,0.7,"WT"
30,181363,"52",1,0.794328234724281,0.7,"WT"
40,164539,"52",1,0.794328234724281,0.7,"WT"
50,287647,"52",1,0.794328234724281,0.7,"WT"
60,248730,"52",1,0.794328234724281,0.7,"WT"
70,396688,"52",1,0.794328234724281,0.7,"WT"
80,350951,"52",1,0.794328234724281,0.7,"WT"
90,433452,"52",1,0.794328234724281,0.7,"WT"
100,476968,"52",1,0.794328234724281,0.7,"WT"
110,452654,"52",1,0.794328234724281,0.7,"WT"
120,634372,"52",1,0.794328234724281,0.7,"WT"
130,536575,"52",1,0.794328234724281,0.7,"WT"
140,820407,"52",1,0.794328234724281,0.7,"WT"
150,685378,"52",1,0.794328234724281,0.7,"WT"
160,985361,"52",1,0.794328234724281,0.7,"WT"
170,889587,"52",1,0.794328234724281,0.7,"WT"
180,1074757,"52",1,0.794328234724281,0.7,"WT"
0,100000,"53",1,1,0.7,"WT"
10,99415,"53",1,1,0.7,"WT"
20,96319,"53",1,1,0.7,"WT"
30,172536,"53",1,1,0.7,"WT"
40,149000,"53",1,1,0.7,"WT"
50,244111,"53",1,1,0.7,"WT"
60,196411,"53",1,1,0.7,"WT"
70,287212,"53",1,1,0.7,"WT"
80,233876,"53",1,1,0.7,"WT"
90,262764,"53",1,1,0.7,"WT"
100,263630,"53",1,1,0.7,"WT"
110,227953,"53",1,1,0.7,"WT"
120,289117,"53",1,1,0.7,"WT"
130,222614,"53",1,1,0.7,"WT"
140,308024,"53",1,1,0.7,"WT"
150,234086,"53",1,1,0.7,"WT"
160,304310,"53",1,1,0.7,"WT"
170,249667,"53",1,1,0.7,"WT"
180,272747,"53",1,1,0.7,"WT"
0,100000,"54",1,1.25892541179417,0.7,"WT"
10,99099,"54",1,1.25892541179417,0.7,"WT"
20,93718,"54",1,1.25892541179417,0.7,"WT"
30,159197,"54",1,1.25892541179417,0.7,"WT"
40,127637,"54",1,1.25892541179417,0.7,"WT"
50,189685,"54",1,1.25892541179417,0.7,"WT"
60,137571,"54",1,1.25892541179417,0.7,"WT"
70,178340,"54",1,1.25892541179417,0.7,"WT"
80,128978,"54",1,1.25892541179417,0.7,"WT"
90,127121,"54",1,1.25892541179417,0.7,"WT"
100,111734,"54",1,1.25892541179417,0.7,"WT"
110,84873,"54",1,1.25892541179417,0.7,"WT"
120,93623,"54",1,1.25892541179417,0.7,"WT"
130,63404,"54",1,1.25892541179417,0.7,"WT"
140,75835,"54",1,1.25892541179417,0.7,"WT"
150,50668,"54",1,1.25892541179417,0.7,"WT"
160,56936,"54",1,1.25892541179417,0.7,"WT"
170,40606,"54",1,1.25892541179417,0.7,"WT"
180,39045,"54",1,1.25892541179417,0.7,"WT"
0,100000,"55",1,1.58489319246111,0.7,"WT"
10,98710,"55",1,1.58489319246111,0.7,"WT"
20,90128,"55",1,1.58489319246111,0.7,"WT"
30,142382,"55",1,1.58489319246111,0.7,"WT"
40,102817,"55",1,1.58489319246111,0.7,"WT"
50,133550,"55",1,1.58489319246111,0.7,"WT"
60,84294,"55",1,1.58489319246111,0.7,"WT"
70,92178,"55",1,1.58489319246111,0.7,"WT"
80,56862,"55",1,1.58489319246111,0.7,"WT"
90,46813,"55",1,1.58489319246111,0.7,"WT"
100,34864,"55",1,1.58489319246111,0.7,"WT"
110,22172,"55",1,1.58489319246111,0.7,"WT"
120,20423,"55",1,1.58489319246111,0.7,"WT"
130,11612,"55",1,1.58489319246111,0.7,"WT"
140,11532,"55",1,1.58489319246111,0.7,"WT"
150,6488,"55",1,1.58489319246111,0.7,"WT"
160,6182,"55",1,1.58489319246111,0.7,"WT"
170,3695,"55",1,1.58489319246111,0.7,"WT"
180,2828,"55",1,1.58489319246111,0.7,"WT"
0,100000,"56",1,1.99526231496888,0.7,"WT"
10,97892,"56",1,1.99526231496888,0.7,"WT"
20,84523,"56",1,1.99526231496888,0.7,"WT"
30,119894,"56",1,1.99526231496888,0.7,"WT"
40,74633,"56",1,1.99526231496888,0.7,"WT"
50,80244,"56",1,1.99526231496888,0.7,"WT"
60,42225,"56",1,1.99526231496888,0.7,"WT"
70,37060,"56",1,1.99526231496888,0.7,"WT"
80,18659,"56",1,1.99526231496888,0.7,"WT"
90,12536,"56",1,1.99526231496888,0.7,"WT"
100,7414,"56",1,1.99526231496888,0.7,"WT"
110,3721,"56",1,1.99526231496888,0.7,"WT"
120,2695,"56",1,1.99526231496888,0.7,"WT"
130,1263,"56",1,1.99526231496888,0.7,"WT"
140,1001,"56",1,1.99526231496888,0.7,"WT"
150,475,"56",1,1.99526231496888,0.7,"WT"
160,331,"56",1,1.99526231496888,0.7,"WT"
170,146,"56",1,1.99526231496888,0.7,"WT"
180,105,"56",1,1.99526231496888,0.7,"WT"
0,100000,"57",1,2.51188643150958,0.7,"WT"
10,97004,"57",1,2.51188643150958,0.7,"WT"
20,77771,"57",1,2.51188643150958,0.7,"WT"
30,95369,"57",1,2.51188643150958,0.7,"WT"
40,49420,"57",1,2.51188643150958,0.7,"WT"
50,41541,"57",1,2.51188643150958,0.7,"WT"
60,17441,"57",1,2.51188643150958,0.7,"WT"
70,11553,"57",1,2.51188643150958,0.7,"WT"
80,4661,"57",1,2.51188643150958,0.7,"WT"
90,2397,"57",1,2.51188643150958,0.7,"WT"
100,1087,"57",1,2.51188643150958,0.7,"WT"
110,443,"57",1,2.51188643150958,0.7,"WT"
120,236,"57",1,2.51188643150958,0.7,"WT"
130,73,"57",1,2.51188643150958,0.7,"WT"
140,38,"57",1,2.51188643150958,0.7,"WT"
150,10,"57",1,2.51188643150958,0.7,"WT"
160,5,"57",1,2.51188643150958,0.7,"WT"
170,1,"57",1,2.51188643150958,0.7,"WT"
0,100000,"58",1,3.16227766016838,0.7,"WT"
10,95326,"58",1,3.16227766016838,0.7,"WT"
20,68389,"58",1,3.16227766016838,0.7,"WT"
30,68780,"58",1,3.16227766016838,0.7,"WT"
40,28217,"58",1,3.16227766016838,0.7,"WT"
50,17605,"58",1,3.16227766016838,0.7,"WT"
60,5723,"58",1,3.16227766016838,0.7,"WT"
70,2753,"58",1,3.16227766016838,0.7,"WT"
80,851,"58",1,3.16227766016838,0.7,"WT"
90,313,"58",1,3.16227766016838,0.7,"WT"
100,92,"58",1,3.16227766016838,0.7,"WT"
110,30,"58",1,3.16227766016838,0.7,"WT"
120,12,"58",1,3.16227766016838,0.7,"WT"
130,7,"58",1,3.16227766016838,0.7,"WT"
140,1,"58",1,3.16227766016838,0.7,"WT"
0,100000,"59",1,3.98107170553497,0.7,"WT"
10,93107,"59",1,3.98107170553497,0.7,"WT"
20,57271,"59",1,3.98107170553497,0.7,"WT"
30,45076,"59",1,3.98107170553497,0.7,"WT"
40,14279,"59",1,3.98107170553497,0.7,"WT"
50,6244,"59",1,3.98107170553497,0.7,"WT"
60,1520,"59",1,3.98107170553497,0.7,"WT"
70,529,"59",1,3.98107170553497,0.7,"WT"
80,132,"59",1,3.98107170553497,0.7,"WT"
90,46,"59",1,3.98107170553497,0.7,"WT"
100,15,"59",1,3.98107170553497,0.7,"WT"
110,3,"59",1,3.98107170553497,0.7,"WT"
120,2,"59",1,3.98107170553497,0.7,"WT"
130,1,"59",1,3.98107170553497,0.7,"WT"
0,100000,"60",1,5.01187233627272,0.7,"WT"
10,90116,"60",1,5.01187233627272,0.7,"WT"
20,45366,"60",1,5.01187233627272,0.7,"WT"
30,26921,"60",1,5.01187233627272,0.7,"WT"
40,6797,"60",1,5.01187233627272,0.7,"WT"
50,2004,"60",1,5.01187233627272,0.7,"WT"
60,394,"60",1,5.01187233627272,0.7,"WT"
70,93,"60",1,5.01187233627272,0.7,"WT"
80,19,"60",1,5.01187233627272,0.7,"WT"
90,2,"60",1,5.01187233627272,0.7,"WT"
0,100000,"61",1,6.30957344480193,0.7,"WT"
10,85480,"61",1,6.30957344480193,0.7,"WT"
20,33711,"61",1,6.30957344480193,0.7,"WT"
30,14969,"61",1,6.30957344480193,0.7,"WT"
40,3227,"61",1,6.30957344480193,0.7,"WT"
50,640,"61",1,6.30957344480193,0.7,"WT"
60,115,"61",1,6.30957344480193,0.7,"WT"
70,31,"61",1,6.30957344480193,0.7,"WT"
80,4,"61",1,6.30957344480193,0.7,"WT"
90,2,"61",1,6.30957344480193,0.7,"WT"
0,100000,"62",1,7.94328234724282,0.7,"WT"
10,79659,"62",1,7.94328234724282,0.7,"WT"
20,23996,"62",1,7.94328234724282,0.7,"WT"
30,7990,"62",1,7.94328234724282,0.7,"WT"
40,1532,"62",1,7.94328234724282,0.7,"WT"
50,218,"62",1,7.94328234724282,0.7,"WT"
60,36,"62",1,7.94328234724282,0.7,"WT"
0,100000,"63",1,10,0.7,"WT"
10,72228,"63",1,10,0.7,"WT"
20,16504,"63",1,10,0.7,"WT"
30,4262,"63",1,10,0.7,"WT"
40,801,"63",1,10,0.7,"WT"
50,82,"63",1,10,0.7,"WT"
60,14,"63",1,10,0.7,"WT"
70,1,"63",1,10,0.7,"WT"
0,5000,"64",1,0.1,0.8,"WT"
10,4998,"64",1,0.1,0.8,"WT"
20,5071,"64",1,0.1,0.8,"WT"
30,9967,"64",1,0.1,0.8,"WT"
40,9952,"64",1,0.1,0.8,"WT"
50,19798,"64",1,0.1,0.8,"WT"
